Dvoyna s peresecheniyami bez probelov
 224;0;0;0;0;792;0;0;0;423;0;0;0;0;21;6;0;2;1;0;93;1;0;0;0;1;0;0;0;19;0;0;0;
 0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;38;
 30;211;693;99;167;794;0;33;114;188;695;164;839;655;297;124;296;225;546;425;88;3;659;23;112;227;6;0;0;0;29;1;67;
 50;178;518;103;275;279;0;31;189;292;1;719;101;303;1069;293;428;112;867;288;100;48;33;58;179;266;18;0;0;0;83;217;201;
 0;1;12;3;18;0;0;0;6;1;8;84;40;20;38;0;12;27;18;887;0;9;9;0;0;7;0;0;0;0;2;0;0;
 15;140;101;43;219;23;0;43;48;68;4;119;27;80;113;61;124;78;205;377;12;10;4;13;153;21;251;0;0;0;27;19;38;
 63;240;790;247;499;154;0;115;274;332;12;384;506;364;921;328;646;206;772;905;157;19;134;64;205;31;187;0;0;0;66;76;113;
Dvoyna bez peresecheniy s probelami
 20;464;1272;301;1259;482;0;554;1576;77;439;1728;3897;1609;1894;30;470;1152;2097;2005;143;69;679;117;437;352;187;0;0;0;8;536;839;7713;
 318;6;10;9;3;815;0;5;3;499;0;57;405;11;261;1042;2;703;74;6;375;0;23;1;3;10;88;40;1180;18;6;3;115;146;
 2544;5;63;12;128;2288;0;2;193;1236;0;126;315;53;681;2705;128;467;1014;132;323;0;27;8;24;414;5;1;1185;99;3;3;210;2931;
 503;0;3;11;507;300;0;0;2;484;0;70;650;9;200;2840;1;580;8;9;253;0;9;0;11;4;0;0;0;0;0;0;1;370;
 1919;20;464;14;24;2026;0;211;12;978;0;142;284;30;893;1634;45;421;179;33;617;1;24;182;10;22;0;3;362;194;0;39;210;754;
 73;489;897;1247;1253;602;0;334;679;60;924;720;2340;2055;3491;131;411;3171;2429;2728;40;21;242;178;473;345;357;0;0;0;3;63;92;7763;
 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 462;20;0;8;425;1375;0;14;7;652;0;38;1;1;356;153;1;26;2;1;110;0;0;0;10;0;0;0;0;11;0;0;1;78;
 2385;74;444;135;422;242;0;24;28;198;0;59;169;197;611;355;12;172;4;4;237;0;1;7;6;1;0;6;159;111;0;0;65;725;
 123;299;974;241;654;1066;0;180;975;409;526;1050;2733;1177;1792;329;244;708;1503;1475;15;45;786;388;615;262;99;0;0;0;13;154;761;8475;
 5;0;7;1;64;8;0;0;6;7;0;170;13;20;246;26;13;9;194;215;0;6;7;15;99;50;0;0;0;0;0;0;14;3418;
 3327;3;143;4;4;255;0;19;21;1648;0;14;338;1;171;4108;3;947;117;362;780;1;3;44;1;3;0;0;0;2;9;1;2;1726;
 2949;14;6;46;21;2311;0;136;18;3514;0;180;196;39;216;2793;40;0;753;45;590;0;2;0;62;2;5;0;405;2045;10;376;740;3177;
 1272;28;9;24;12;2108;0;0;2;1500;0;62;183;85;787;1767;135;40;64;30;699;9;1;4;13;1;1;0;565;58;4;2;223;3297;
 4727;1;14;84;252;4096;0;17;26;3857;0;152;1;3;1492;4382;3;22;439;581;1386;49;8;197;84;6;30;5;1873;442;0;87;758;1372;
 12;1567;3169;2078;2201;891;0;811;703;416;1839;1102;3082;2498;3139;140;663;2546;3009;2998;49;99;273;96;736;330;126;0;0;0;90;114;356;8202;
 812;0;0;0;0;1124;0;0;0;486;0;30;653;3;66;4559;41;2906;17;48;412;4;1;4;13;3;0;0;198;28;0;8;152;76;
 3973;29;269;91;141;2965;0;157;15;2073;0;188;47;218;504;3799;73;40;133;503;1327;11;122;38;41;106;16;0;772;210;2;58;406;406;
 1037;26;717;13;70;1609;0;22;8;811;0;1802;1274;397;510;1398;902;159;640;5037;524;48;76;19;155;46;0;7;158;1522;6;105;2040;1194;
 2751;26;1066;7;75;2405;0;0;5;2130;0;368;77;56;574;5099;96;1714;634;46;725;9;11;31;41;14;9;1;777;2248;7;24;254;2482;
 44;376;250;397;758;81;0;516;195;42;29;441;1170;413;204;4;367;309;652;738;8;13;196;13;377;219;147;0;0;0;11;549;36;2478;
 128;0;0;0;0;106;0;0;0;113;0;0;31;5;0;194;0;38;2;7;30;4;0;0;0;0;0;0;7;0;0;1;1;8;
 175;0;100;1;2;98;0;0;0;254;0;2;62;36;160;887;1;111;52;17;52;1;2;0;2;5;0;1;0;2;1;0;3;1795;
 401;0;43;0;4;468;0;0;0;312;0;15;2;5;1;80;0;1;3;3;49;0;0;3;0;1;0;0;109;0;0;0;1;192;
 831;0;5;0;0;1672;0;1;0;693;0;137;16;0;456;27;1;3;2;1163;209;0;0;0;2;26;0;0;0;110;0;0;0;59;
 341;5;22;0;0;921;0;0;0;780;0;196;227;6;119;82;16;107;2;58;128;0;1;4;0;2;0;0;0;194;0;3;2;36;
 221;0;0;0;0;743;0;0;0;425;0;0;0;0;32;5;0;2;0;0;87;0;0;0;0;0;0;0;0;18;0;0;0;6;
 0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;41;0;
 2;119;431;61;43;762;0;19;46;8;691;71;801;535;67;4;69;158;337;330;4;0;674;16;70;222;7;0;0;0;1;0;15;2307;
 1;27;25;18;45;125;0;0;74;12;0;438;5;114;599;19;24;1;405;124;2;44;0;61;18;275;12;0;0;0;1;205;135;4461;
 0;2;17;5;14;0;0;0;5;0;12;82;28;20;32;1;11;26;14;932;0;8;11;0;0;9;0;0;0;0;4;0;0;4;
 2;115;1;15;158;1;0;29;17;8;3;28;5;28;32;2;4;33;73;343;1;0;4;11;108;10;251;0;0;0;0;19;3;1179;
 0;18;165;157;303;64;0;75;106;5;11;71;435;190;273;6;14;79;204;714;4;2;92;45;83;3;180;0;0;0;1;66;48;5235;
 901;2728;6706;1786;3085;1400;0;605;2078;4285;4;4625;1366;3253;6850;4594;7799;2061;7191;3103;1710;318;608;200;1862;529;53;0;0;0;1075;50;1278;0;
