Dvoyna s peresecheniyami bez probelov
 ë;0,009366;0,000215;0,000828;0,000282;0,000282;0,006761;0,000000;0,000512;0,000154;0,007015;0,000000;0,000875;0,000628;0,000207;0,001013;0,007979;0,000612;0,000147;0,002303;0,000404;0,001634;0,000024;0,000034;0,000014;0,000658;0,000046;0,000005;0,000000;0,001177;0,004215;0,000154;0,001180;0,002160;
 ì;0,002988;0,000273;0,000693;0,000286;0,000409;0,003845;0,000000;0,000132;0,000180;0,003884;0,000000;0,000544;0,000316;0,000301;0,002282;0,004521;0,000815;0,000270;0,000941;0,000405;0,003383;0,000019;0,000081;0,000016;0,000501;0,000074;0,000004;0,000000;0,001110;0,000089;0,000080;0,000007;0,000601;
 í;0,013627;0,000325;0,000624;0,000197;0,000990;0,011836;0,000000;0,000068;0,000247;0,009468;0,000000;0,000506;0,000093;0,000138;0,004180;0,011816;0,000698;0,000212;0,001796;0,000836;0,003310;0,000041;0,000097;0,000267;0,000452;0,000027;0,000167;0,000000;0,003423;0,001449;0,000050;0,000181;0,002217;
 î;0,000296;0,005418;0,011161;0,005889;0,006111;0,003761;0,000000;0,002779;0,001805;0,002317;0,003622;0,003139;0,007026;0,006507;0,012688;0,002843;0,003624;0,007019;0,009561;0,009402;0,000761;0,000217;0,000622;0,000144;0,003301;0,001567;0,000219;0,000000;0,000000;0,000000;0,000539;0,000907;0,001173;
 ï;0,001408;0,000001;0,000007;0,000000;0,000004;0,002460;0,000000;0,000000;0,000004;0,000953;0,000000;0,000076;0,000660;0,000000;0,000089;0,009946;0,000034;0,007314;0,000020;0,000059;0,000655;0,000001;0,000000;0,000012;0,000043;0,000019;0,000000;0,000000;0,000312;0,000042;0,000001;0,000001;0,000405;
 ð;0,008159;0,000259;0,000451;0,000414;0,000429;0,006186;0,000000;0,000374;0,000054;0,005383;0,000000;0,000695;0,000063;0,000178;0,000880;0,008202;0,000161;0,000070;0,000313;0,000617;0,002795;0,000015;0,000140;0,000043;0,000086;0,000251;0,000034;0,000000;0,001478;0,000988;0,000004;0,000131;0,001084;
 ñ;0,002101;0,000193;0,002391;0,000115;0,000562;0,005269;0,000000;0,000231;0,000089;0,001767;0,000000;0,006005;0,002974;0,001084;0,001586;0,003000;0,002249;0,000225;0,000932;0,012542;0,000779;0,000020;0,000170;0,000063;0,000572;0,000077;0,000003;0,000023;0,000385;0,003520;0,000062;0,000176;0,003729;
 ò;0,006117;0,000315;0,003439;0,000088;0,000382;0,006043;0,000000;0,000096;0,000112;0,004814;0,000000;0,000886;0,000413;0,000244;0,001781;0,017067;0,000468;0,003242;0,001573;0,000351;0,001489;0,000046;0,000055;0,000073;0,000491;0,000015;0,000020;0,000038;0,001847;0,007384;0,000134;0,000057;0,000734;
 ó;0,000227;0,000865;0,001933;0,001202;0,002224;0,000421;0,000000;0,002081;0,000504;0,000756;0,000146;0,001404;0,001704;0,001623;0,001250;0,000516;0,001198;0,000748;0,001955;0,001715;0,000161;0,000042;0,000390;0,000018;0,001441;0,000840;0,000267;0,000000;0,000000;0,000000;0,000103;0,001164;0,000278;
 ô;0,000089;0,000004;0,000009;0,000001;0,000000;0,000154;0,000000;0,000000;0,000000;0,000350;0,000000;0,000001;0,000028;0,000003;0,000003;0,000123;0,000001;0,000166;0,000015;0,000018;0,000035;0,000007;0,000000;0,000000;0,000001;0,000000;0,000000;0,000000;0,000005;0,000053;0,000000;0,000003;0,000001;
 õ;0,000995;0,000117;0,000413;0,000089;0,000193;0,000095;0,000000;0,000045;0,000072;0,000410;0,000000;0,000193;0,000236;0,000190;0,000424;0,002884;0,000352;0,000178;0,000413;0,000120;0,000238;0,000015;0,000023;0,000014;0,000063;0,000028;0,000001;0,000001;0,000000;0,000000;0,000023;0,000003;0,000038;
 ö;0,000606;0,000012;0,000077;0,000007;0,000009;0,000820;0,000000;0,000000;0,000007;0,000236;0,000000;0,000108;0,000000;0,000009;0,000023;0,000343;0,000023;0,000003;0,000026;0,000009;0,000250;0,000000;0,000005;0,000014;0,000005;0,000003;0,000000;0,000000;0,000188;0,000000;0,000001;0,000000;0,000001;
 ÷;0,002537;0,000026;0,000104;0,000019;0,000041;0,003961;0,000000;0,000005;0,000041;0,001603;0,000000;0,000414;0,000061;0,000018;0,000691;0,000130;0,000108;0,000089;0,000084;0,005137;0,001085;0,000000;0,000009;0,000000;0,000020;0,000207;0,000000;0,000000;0,000000;0,000193;0,000005;0,000000;0,000015;
 ø;0,001080;0,000007;0,000119;0,000004;0,000001;0,002677;0,000000;0,000001;0,000000;0,001863;0,000000;0,000425;0,000609;0,000015;0,000444;0,000342;0,000015;0,000039;0,000005;0,000090;0,000328;0,000000;0,000003;0,000004;0,000003;0,000005;0,000000;0,000000;0,000000;0,000578;0,000001;0,000003;0,000005;
 ù;0,000363;0,000001;0,000003;0,000000;0,000000;0,001559;0,000000;0,000000;0,000000;0,000859;0,000000;0,000000;0,000003;0,000000;0,000043;0,000001;0,000001;0,000004;0,000001;0,000000;0,000095;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000026;0,000000;0,000000;0,000000;
 ú;0,000000;0,000000;0,000000;0,000000;0,000000;0,000135;0,000000;0,000001;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000011;0,000149;
 û;0,000076;0,000832;0,001617;0,000197;0,000408;0,001303;0,000000;0,000101;0,000286;0,000421;0,001484;0,000420;0,003090;0,001551;0,001033;0,000315;0,000674;0,000400;0,001357;0,001017;0,000108;0,000012;0,001094;0,000011;0,000321;0,000525;0,000005;0,000000;0,000000;0,000000;0,000065;0,000000;0,000059;
 ü;0,000155;0,000421;0,001220;0,000250;0,000506;0,001212;0,000000;0,000101;0,000533;0,001362;0,000000;0,002132;0,000239;0,000664;0,002533;0,001007;0,000984;0,000257;0,002259;0,000705;0,000290;0,000032;0,000104;0,000130;0,000697;0,000579;0,000024;0,000000;0,000000;0,000000;0,000301;0,000443;0,000707;
 ý;0,000000;0,000000;0,000004;0,000004;0,000003;0,000000;0,000000;0,000000;0,000004;0,000000;0,000009;0,000055;0,000046;0,000001;0,000035;0,000000;0,000003;0,000011;0,000005;0,003379;0,000000;0,000000;0,000007;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
 þ;0,000100;0,000802;0,000267;0,000108;0,000463;0,000111;0,000000;0,000146;0,000088;0,000355;0,000001;0,000288;0,000115;0,000170;0,000373;0,000308;0,000302;0,000189;0,000587;0,000493;0,000123;0,000032;0,000039;0,000022;0,000252;0,000072;0,000450;0,000000;0,000000;0,000000;0,000066;0,000043;0,000055;
 ÿ;0,000302;0,000549;0,001477;0,000586;0,001191;0,000537;0,000000;0,000510;0,000716;0,001084;0,000115;0,000907;0,001257;0,000767;0,002664;0,000867;0,001191;0,000351;0,002274;0,002257;0,000300;0,000024;0,000333;0,000066;0,000571;0,000085;0,000271;0,000000;0,000000;0,000000;0,000178;0,000117;0,000305;
Dvoyna bez peresecheniy s probelami
 ;à;á;â;ã;ä;å;¸;æ;ç;è;é;ê;ë;ì;í;î;ï;ð;ñ;ò;ó;ô;õ;ö;÷;ø;ù;ú;û;ü;ý;þ;ÿ;
 à;0,000007;0,000589;0,002878;0,000581;0,002185;0,000984;0,000000;0,001138;0,004157;0,000136;0,000595;0,004069;0,009523;0,002463;0,004182;0,000006;0,000599;0,002189;0,003584;0,004127;0,000058;0,000207;0,000823;0,000116;0,000764;0,000677;0,000224;0,000000;0,000000;0,000000;0,000002;0,000920;0,002265;0,018670;
 á;0,000854;0,000000;0,000089;0,000003;0,000030;0,002022;0,000000;0,000006;0,000002;0,000727;0,000000;0,000242;0,000775;0,000051;0,000331;0,001898;0,000000;0,001086;0,000076;0,000007;0,000951;0,000000;0,000057;0,000009;0,000006;0,000010;0,000229;0,000118;0,004070;0,000021;0,000000;0,000006;0,000499;0,000350;
 â;0,005423;0,000016;0,000054;0,000027;0,000311;0,004173;0,000000;0,000001;0,000508;0,004340;0,000000;0,000159;0,000726;0,000141;0,001311;0,006766;0,000207;0,001025;0,003354;0,000224;0,000653;0,000000;0,000048;0,000026;0,000074;0,001067;0,000007;0,000004;0,002411;0,000177;0,000000;0,000001;0,000284;0,005313;
 ã;0,000822;0,000000;0,000007;0,000002;0,001144;0,000343;0,000000;0,000000;0,000001;0,000778;0,000000;0,000124;0,001521;0,000001;0,000209;0,008048;0,000000;0,000655;0,000034;0,000007;0,000594;0,000000;0,000006;0,000000;0,000036;0,000007;0,000000;0,000000;0,000000;0,000000;0,000000;0,000002;0,000000;0,000636;
 ä;0,004254;0,000021;0,000767;0,000003;0,000038;0,004591;0,000000;0,000098;0,000001;0,002054;0,000000;0,000216;0,000753;0,000066;0,001486;0,003602;0,000064;0,001414;0,000319;0,000180;0,001740;0,000000;0,000051;0,000200;0,000029;0,000125;0,000001;0,000055;0,000488;0,000746;0,000000;0,000013;0,000407;0,000979;
 å;0,000052;0,001294;0,002370;0,003482;0,002372;0,002102;0,000000;0,000800;0,001128;0,000099;0,002404;0,001711;0,005664;0,003999;0,007108;0,000169;0,001368;0,005418;0,003802;0,004561;0,000088;0,000007;0,000730;0,000156;0,000853;0,000897;0,000654;0,000000;0,000000;0,000000;0,000000;0,000415;0,000325;0,018786;
 ¸;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
 æ;0,001374;0,000047;0,000000;0,000003;0,000752;0,003938;0,000000;0,000011;0,000002;0,001466;0,000000;0,000089;0,000002;0,000002;0,000970;0,000108;0,000000;0,000004;0,000088;0,000000;0,000251;0,000000;0,000000;0,000001;0,000037;0,000000;0,000000;0,000000;0,000000;0,000042;0,000000;0,000000;0,000000;0,000268;
 ç;0,005331;0,000171;0,000764;0,000521;0,000803;0,000257;0,000000;0,000098;0,000020;0,000305;0,000000;0,000092;0,000184;0,000262;0,001888;0,000377;0,000000;0,000202;0,000035;0,000013;0,000264;0,000000;0,000000;0,000006;0,000052;0,000008;0,000000;0,000013;0,000353;0,000169;0,000000;0,000003;0,000460;0,001102;
 è;0,000079;0,000397;0,002582;0,000404;0,001551;0,002373;0,000000;0,000310;0,001727;0,000542;0,001263;0,001562;0,004447;0,002755;0,003938;0,000128;0,000179;0,000585;0,002138;0,003747;0,000008;0,000024;0,001295;0,000771;0,001738;0,000425;0,000162;0,000000;0,000000;0,000000;0,000001;0,000232;0,001690;0,018188;
 é;0,000000;0,000001;0,000000;0,000000;0,000202;0,000002;0,000000;0,000000;0,000001;0,000000;0,000000;0,000116;0,000073;0,000066;0,000281;0,000006;0,000000;0,000003;0,000462;0,000212;0,000000;0,000004;0,000000;0,000034;0,000080;0,000052;0,000001;0,000000;0,000000;0,000000;0,000000;0,000000;0,000001;0,007083;
 ê;0,007470;0,000001;0,000197;0,000000;0,000004;0,000525;0,000000;0,000008;0,000007;0,002858;0,000000;0,000008;0,000340;0,000000;0,000587;0,007669;0,000000;0,001384;0,000863;0,000393;0,001417;0,000001;0,000001;0,000020;0,000000;0,000011;0,000000;0,000000;0,000000;0,000000;0,000001;0,000000;0,000000;0,004646;
 ë;0,007727;0,000012;0,000006;0,000116;0,000016;0,005125;0,000000;0,000360;0,000003;0,005384;0,000000;0,000323;0,000270;0,000012;0,000280;0,005795;0,000054;0,000000;0,001138;0,000034;0,001152;0,000003;0,000000;0,000000;0,000119;0,000002;0,000002;0,000000;0,000967;0,003521;0,000000;0,000989;0,001711;0,007155;
 ì;0,002491;0,000012;0,000001;0,000027;0,000000;0,003077;0,000000;0,000001;0,000003;0,002610;0,000000;0,000066;0,000105;0,000043;0,001333;0,003180;0,000076;0,000067;0,000093;0,000022;0,002643;0,000001;0,000000;0,000007;0,000013;0,000002;0,000002;0,000000;0,000985;0,000065;0,000003;0,000000;0,000393;0,006968;
 í;0,010972;0,000011;0,000003;0,000072;0,000633;0,009836;0,000000;0,000004;0,000018;0,007549;0,000000;0,000251;0,000000;0,000001;0,002857;0,009585;0,000000;0,000072;0,000927;0,000463;0,002497;0,000021;0,000000;0,000227;0,000259;0,000002;0,000143;0,000000;0,002831;0,001162;0,000000;0,000170;0,001766;0,005271;
 î;0,000004;0,003337;0,007238;0,004574;0,004097;0,002454;0,000000;0,001883;0,000989;0,000720;0,003010;0,001637;0,005458;0,004651;0,008292;0,000202;0,001114;0,005469;0,005812;0,006209;0,000045;0,000123;0,000388;0,000084;0,001617;0,001149;0,000139;0,000000;0,000000;0,000000;0,000040;0,000751;0,000508;0,023612;
 ï;0,001157;0,000000;0,000000;0,000000;0,000000;0,002039;0,000000;0,000000;0,000000;0,000811;0,000000;0,000061;0,000554;0,000000;0,000066;0,008228;0,000020;0,006053;0,000006;0,000058;0,000522;0,000001;0,000000;0,000012;0,000033;0,000011;0,000001;0,000000;0,000280;0,000047;0,000000;0,000002;0,000331;0,000051;
 ð;0,006878;0,000179;0,000325;0,000335;0,000311;0,004997;0,000000;0,000286;0,000017;0,004465;0,000000;0,000569;0,000053;0,000132;0,000648;0,006800;0,000063;0,000034;0,000185;0,000478;0,002318;0,000006;0,000112;0,000036;0,000069;0,000212;0,000031;0,000000;0,001241;0,000785;0,000000;0,000115;0,000914;0,000667;
 ñ;0,001731;0,000053;0,001798;0,000015;0,000290;0,004301;0,000000;0,000035;0,000019;0,001384;0,000000;0,004891;0,002515;0,000813;0,000950;0,002292;0,001665;0,000118;0,000558;0,010208;0,000500;0,000020;0,000116;0,000039;0,000427;0,000062;0,000001;0,000016;0,000337;0,002895;0,000001;0,000136;0,003113;0,002861;
 ò;0,004986;0,000017;0,002541;0,000004;0,000119;0,004867;0,000000;0,000004;0,000001;0,003792;0,000000;0,000532;0,000239;0,000027;0,001040;0,013870;0,000064;0,002580;0,000856;0,000071;0,001174;0,000020;0,000015;0,000071;0,000274;0,000006;0,000012;0,000029;0,001536;0,006125;0,000002;0,000042;0,000522;0,004423;
 ó;0,000024;0,000555;0,001078;0,000968;0,001523;0,000247;0,000000;0,001642;0,000287;0,000016;0,000123;0,000789;0,001256;0,001129;0,000229;0,000004;0,000563;0,000530;0,001019;0,001034;0,000003;0,000013;0,000284;0,000001;0,000835;0,000675;0,000227;0,000000;0,000000;0,000000;0,000020;0,000962;0,000112;0,006600;
 ô;0,000083;0,000000;0,000000;0,000000;0,000000;0,000108;0,000000;0,000000;0,000000;0,000271;0,000000;0,000000;0,000029;0,000001;0,000003;0,000101;0,000000;0,000116;0,000009;0,000027;0,000028;0,000006;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000002;0,000046;0,000000;0,000002;0,000000;0,000036;
 õ;0,000770;0,000000;0,000098;0,000002;0,000003;0,000037;0,000000;0,000000;0,000000;0,000127;0,000000;0,000000;0,000096;0,000060;0,000116;0,002162;0,000001;0,000076;0,000045;0,000015;0,000133;0,000000;0,000000;0,000000;0,000001;0,000009;0,000000;0,000001;0,000000;0,000000;0,000000;0,000000;0,000000;0,002835;
 ö;0,000510;0,000000;0,000043;0,000000;0,000000;0,000680;0,000000;0,000000;0,000000;0,000183;0,000000;0,000102;0,000000;0,000001;0,000001;0,000270;0,000000;0,000000;0,000000;0,000000;0,000172;0,000000;0,000000;0,000004;0,000000;0,000001;0,000000;0,000000;0,000157;0,000000;0,000000;0,000000;0,000000;0,000197;
 ÷;0,002178;0,000000;0,000004;0,000000;0,000000;0,003268;0,000000;0,000000;0,000000;0,001309;0,000000;0,000298;0,000047;0,000004;0,000518;0,000049;0,000000;0,000053;0,000000;0,004245;0,000909;0,000000;0,000000;0,000000;0,000000;0,000143;0,000000;0,000000;0,000000;0,000170;0,000000;0,000000;0,000000;0,000706;
 ø;0,000898;0,000000;0,000092;0,000000;0,000000;0,002245;0,000000;0,000000;0,000000;0,001573;0,000000;0,000336;0,000521;0,000007;0,000364;0,000273;0,000006;0,000029;0,000000;0,000084;0,000298;0,000000;0,000000;0,000003;0,000000;0,000002;0,000000;0,000000;0,000000;0,000501;0,000000;0,000002;0,000000;0,000064;
 ù;0,000319;0,000000;0,000000;0,000000;0,000000;0,001255;0,000000;0,000000;0,000000;0,000703;0,000000;0,000000;0,000000;0,000000;0,000031;0,000000;0,000000;0,000004;0,000000;0,000000;0,000096;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000024;0,000000;0,000000;0,000000;0,000006;
 ú;0,000000;0,000000;0,000000;0,000000;0,000000;0,000116;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000007;0,000103;0,000001;
 û;0,000000;0,000452;0,000942;0,000079;0,000129;0,000988;0,000000;0,000029;0,000067;0,000009;0,001206;0,000156;0,002428;0,001158;0,000305;0,000000;0,000127;0,000308;0,000711;0,000686;0,000006;0,000000;0,000812;0,000001;0,000147;0,000426;0,000001;0,000000;0,000000;0,000000;0,000000;0,000000;0,000002;0,004363;
 ü;0,000000;0,000078;0,000029;0,000042;0,000027;0,000478;0,000000;0,000001;0,000168;0,000372;0,000000;0,001191;0,000000;0,000208;0,001125;0,000012;0,000002;0,000000;0,000825;0,000071;0,000000;0,000008;0,000000;0,000105;0,000060;0,000432;0,000019;0,000000;0,000000;0,000000;0,000003;0,000381;0,000396;0,010607;
 ý;0,000000;0,000000;0,000004;0,000006;0,000003;0,000000;0,000000;0,000000;0,000001;0,000001;0,000007;0,000057;0,000040;0,000004;0,000024;0,000000;0,000006;0,000012;0,000004;0,002808;0,000000;0,000001;0,000004;0,000000;0,000000;0,000001;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000004;
 þ;0,000001;0,000592;0,000001;0,000006;0,000244;0,000000;0,000000;0,000007;0,000003;0,000002;0,000001;0,000011;0,000013;0,000027;0,000033;0,000000;0,000008;0,000037;0,000160;0,000268;0,000000;0,000002;0,000007;0,000004;0,000051;0,000025;0,000359;0,000000;0,000000;0,000000;0,000000;0,000037;0,000000;0,003339;
 ÿ;0,000000;0,000026;0,000246;0,000291;0,000505;0,000075;0,000000;0,000274;0,000273;0,000040;0,000107;0,000106;0,000825;0,000290;0,000628;0,000000;0,000060;0,000071;0,000829;0,001379;0,000001;0,000000;0,000178;0,000030;0,000100;0,000040;0,000193;0,000000;0,000000;0,000000;0,000000;0,000102;0,000125;0,011306;
  ;0,003041;0,006544;0,014668;0,003540;0,007331;0,005253;0,000000;0,002365;0,004207;0,010853;0,000000;0,009088;0,003647;0,005915;0,016528;0,013224;0,014400;0,003764;0,016129;0,008289;0,004201;0,000419;0,001484;0,000286;0,006148;0,000706;0,000119;0,000000;0,000000;0,000001;0,002817;0,000039;0,002510;0,000000;
Odinarna bez probelov
 ;à;á;â;ã;ä;å;¸;æ;ç;è;é;ê;ë;ì;í;î;ï;ð;ñ;ò;ó;ô;õ;ö;÷;ø;ù;ú;û;ü;ý;þ;ÿ;
 ;0,082958;0,017372;0,046630;0,018062;0,029658;0,087410;0,000000;0,011300;0,016431;0,066482;0,010445;0,034384;0,050668;0,029172;0,069214;0,114348;0,024613;0,040003;0,052973;0,059914;0,027304;0,001055;0,007804;0,002746;0,016647;0,008697;0,002982;0,000279;0,018733;0,019896;0,003533;0,006345;0,021941;
Odinarna s probelami
 ;à;á;â;ã;ä;å;¸;æ;ç;è;é;ê;ë;ì;í;î;ï;ð;ñ;ò;ó;ô;õ;ö;÷;ø;ù;ú;û;ü;ý;þ;ÿ;
 ;0,069081;0,014466;0,038830;0,015040;0,024697;0,072788;0,000000;0,009409;0,013683;0,055361;0,008698;0,028632;0,042192;0,024292;0,057636;0,095220;0,020496;0,033311;0,044112;0,049892;0,022737;0,000879;0,006499;0,002287;0,013863;0,007242;0,002483;0,000232;0,015599;0,016568;0,002942;0,005284;0,018271;0,167278;
